Date;Open;High;Low;Close;Volume;Dividends;Stock Splits;Daily Return;Year;Annual Volatility
2000-09-22;271.79998779296875;271.79998779296875;271.79998779296875;271;0;0.0;0.0;0.005549389817763872;2000;0.10542488959212902
2000-09-25;274.1000061035156;274.1000061035156;274.1000061035156;274;0;0.0;0.0;0.008462172236368248;2000;0.10542488959212902
2000-09-26;273.8999938964844;273.8999938964844;273.8999938964844;273;0;0.0;0.0;-0.0007297052264775283;2000;0.10542488959212902
2000-09-27;278.3999938964844;278.3999938964844;278.3999938964844;278;3511;0.0;0.0;0.0164293541448588;2000;0.10542488959212902
2000-09-28;277.5;277.5;275.1000061035156;275;631;0.0;0.0;-0.010057427637767291;2000;0.10542488959212902
2000-09-29;274.6000061035156;274.6000061035156;272.0;273;22;0.0;0.0;-0.007256893888633598;2000;0.10542488959212902
2000-10-02;272.79998779296875;273.5;272.5;273;161;0.0;0.0;-0.0018274853393490664;2000;0.10542488959212902
2000-10-03;272.1000061035156;272.79998779296875;271.5;271;25;0.0;0.0;-0.005492493469338999;2000;0.10542488959212902
2000-10-04;270.5;271.0;270.1000061035156;270;11;0.0;0.0;-0.0047865179725047335;2000;0.10542488959212902
2000-10-05;270.29998779296875;270.6000061035156;270.0;270;6;0.0;0.0;0.0011099457051277906;2000;0.10542488959212902
2000-10-06;269.79998779296875;270.20001220703125;269.29998779296875;269;2;0.0;0.0;-0.004804206508589481;2000;0.10542488959212902
2000-10-09;269.1000061035156;270.1000061035156;269.1000061035156;270;4;0.0;0.0;0.002970732814001842;2000;0.10542488959212902
2000-10-10;272.3999938964844;272.3999938964844;272.3999938964844;272;13;0.0;0.0;0.008515319292837331;2000;0.10542488959212902
2000-10-11;272.5;273.5;270.5;270;18;0.0;0.0;-0.006975014460559814;2000;0.10542488959212902
2000-10-12;274.0;276.3999938964844;274.0;276;3;0.0;0.0;0.02181143769495142;2000;0.10542488959212902
2000-10-13;274.20001220703125;274.20001220703125;272.3999938964844;272;0;0.0;0.0;-0.014471780348512042;2000;0.10542488959212902
2000-10-16;271.5;271.5;271.5;271;5;0.0;0.0;-0.00330394242529386;2000;0.10542488959212902
2000-10-17;271.1000061035156;271.1000061035156;271.1000061035156;271;0;0.0;0.0;-0.0014732740202002548;2000;0.10542488959212902
2000-10-18;270.29998779296875;270.29998779296875;270.29998779296875;270;0;0.0;0.0;-0.0029510080875519984;2000;0.10542488959212902
2000-10-19;270.1000061035156;270.1000061035156;270.1000061035156;270;1;0.0;0.0;-0.0007398509007935372;2000;0.10542488959212902
2000-10-20;271.20001220703125;271.20001220703125;271.20001220703125;271;32;0.0;0.0;0.004072588221616158;2000;0.10542488959212902
2000-10-23;271.70001220703125;271.70001220703125;270.1000061035156;270;1;0.0;0.0;-0.004056069520660288;2000;0.10542488959212902
2000-10-24;269.79998779296875;270.1000061035156;269.79998779296875;270;16;0.0;0.0;0.0;2000;0.10542488959212902
2000-10-25;266.20001220703125;267.1000061035156;266.0;266;20;0.0;0.0;-0.014439073707350092;2000;0.10542488959212902
2000-10-26;266.0;267.0;264.8999938964844;264;0;0.0;0.0;-0.004883614766838629;2000;0.10542488959212902
2000-10-27;265.5;265.5;264.3999938964844;264;1;0.0;0.0;-0.001887504762251524;2000;0.10542488959212902
2000-10-30;264.29998779296875;264.29998779296875;264.29998779296875;264;2;0.0;0.0;-0.00037823791915359006;2000;0.10542488959212902
2000-10-31;264.5;265.0;264.5;264;0;0.0;0.0;0.0022701707575771835;2000;0.10542488959212902
2000-11-01;263.8999938964844;263.8999938964844;263.8999938964844;263;0;0.0;0.0;-0.003775009524502937;2000;0.10542488959212902
2000-11-02;264.3999938964844;264.3999938964844;264.3999938964844;264;0;0.0;0.0;0.0018946571108906518;2000;0.10542488959212902
2000-11-03;264.6000061035156;264.6000061035156;264.6000061035156;264;0;0.0;0.0;0.0007564758383071801;2000;0.10542488959212902
2000-11-06;264.5;264.5;264.5;264;0;0.0;0.0;-0.0003779520075918308;2000;0.10542488959212902
2000-11-07;264.29998779296875;264.29998779296875;264.29998779296875;264;0;0.0;0.0;-0.0007561898186436711;2000;0.10542488959212902
2000-11-08;265.0;265.0;265.0;265;0;0.0;0.0;0.0026485517947869575;2000;0.10542488959212902
2000-11-09;265.79998779296875;265.79998779296875;265.79998779296875;265;0;0.0;0.0;0.0030188218602593686;2000;0.10542488959212902
2000-11-10;264.5;264.5;264.5;264;0;0.0;0.0;-0.004890849709072609;2000;0.10542488959212902
2000-11-13;264.29998779296875;264.29998779296875;264.29998779296875;264;100;0.0;0.0;-0.0007561898186436711;2000;0.10542488959212902
2000-11-14;264.8999938964844;264.8999938964844;264.8999938964844;264;0;0.0;0.0;0.0022701707575771835;2000;0.10542488959212902
2000-11-15;265.1000061035156;265.1000061035156;265.1000061035156;265;0;0.0;0.0;0.000755047986559898;2000;0.10542488959212902
2000-11-16;265.79998779296875;265.79998779296875;265.79998779296875;265;3;0.0;0.0;0.0026404438828258048;2000;0.10542488959212902
2000-11-17;265.20001220703125;265.70001220703125;265.20001220703125;265;7;0.0;0.0;-0.0003761308898756477;2000;0.10542488959212902
2000-11-20;266.29998779296875;266.29998779296875;266.29998779296875;266;0;0.0;0.0;0.0022580939344105655;2000;0.10542488959212902
2000-11-21;265.70001220703125;265.70001220703125;265.70001220703125;265;0;0.0;0.0;-0.0022530064342471956;2000;0.10542488959212902
2000-11-22;266.29998779296875;266.29998779296875;266.29998779296875;266;0;0.0;0.0;0.0022580939344105655;2000;0.10542488959212902
2000-11-27;270.1000061035156;270.1000061035156;270.1000061035156;270;0;0.0;0.0;0.014269690141710312;2000;0.10542488959212902
2000-11-28;269.79998779296875;269.79998779296875;269.79998779296875;269;28696;0.0;0.0;-0.0011107675074686352;2000;0.10542488959212902
2000-11-29;269.6000061035156;270.1000061035156;265.79998779296875;266;2849;0.0;0.0;-0.01260190530139449;2000;0.10542488959212902
2000-11-30;266.3999938964844;270.20001220703125;266.20001220703125;270;810;0.0;0.0;0.013888935029289007;2000;0.10542488959212902
2000-12-01;269.70001220703125;272.0;268.5;268;332;0.0;0.0;-0.005183242742866967;2000;0.10542488959212902
2000-12-04;271.0;272.0;270.0;270;137;0.0;0.0;0.007443244916784719;2000;0.10542488959212902
2000-12-05;270.8999938964844;271.0;269.8999938964844;270;407;0.0;0.0;-0.0011083054932314873;2000;0.10542488959212902
2000-12-06;271.0;274.29998779296875;270.6000061035156;274;81;0.0;0.0;0.014423054676463432;2000;0.10542488959212902
2000-12-07;274.29998779296875;276.0;272.6000061035156;273;36;0.0;0.0;-0.004010118975170007;2000;0.10542488959212902
2000-12-08;272.70001220703125;273.0;272.20001220703125;272;120;0.0;0.0;-0.003660321944796263;2000;0.10542488959212902
2000-12-11;270.70001220703125;270.70001220703125;269.20001220703125;270;15;0.0;0.0;-0.007347538245071172;2000;0.10542488959212902
2000-12-12;270.29998779296875;270.29998779296875;269.5;270;62;0.0;0.0;0.0003700058527786876;2000;0.10542488959212902
2000-12-13;270.0;270.0;268.1000061035156;268;30;0.0;0.0;-0.0062892407185575205;2000;0.10542488959212902
2000-12-14;268.6000061035156;269.0;268.0;269;31;0.0;0.0;0.0014891805189691798;2000;0.10542488959212902
2000-12-15;269.20001220703125;270.3999938964844;269.20001220703125;270;63;0.0;0.0;0.005204438276893653;2000;0.10542488959212902
2000-12-18;270.0;270.0;269.70001220703125;269;17;0.0;0.0;-0.0025886897383625707;2000;0.10542488959212902
2000-12-19;269.70001220703125;269.70001220703125;269.0;269;203;0.0;0.0;0.0;2000;0.10542488959212902
2000-12-20;272.5;272.5;272.0;272;5;0.0;0.0;0.010381860089866635;2000;0.10542488959212902
2000-12-21;273.0;273.70001220703125;273.0;273;110;0.0;0.0;0.004403714521215685;2000;0.10542488959212902
2000-12-22;273.70001220703125;274.0;273.70001220703125;273;13;0.0;0.0;0.0;2000;0.10542488959212902
2000-12-26;273.20001220703125;274.79998779296875;273.20001220703125;274;0;0.0;0.0;0.0014614317816756817;2000;0.10542488959212902
2000-12-27;274.5;275.20001220703125;274.5;275;1;0.0;0.0;0.004013156070854729;2000;0.10542488959212902
2000-12-28;273.20001220703125;273.20001220703125;271.70001220703125;271;1;0.0;0.0;-0.012718022691681319;2000;0.10542488959212902
2000-12-29;272.0;272.0;272.0;272;0;0.0;0.0;0.001104114020945124;2000;0.10542488959212902
2001-01-02;268.3999938964844;268.3999938964844;268.3999938964844;268;0;0.0;0.0;-0.013235316557042687;2001;0.14946169607990867
2001-01-03;268.0;268.0;268.0;268;1;0.0;0.0;-0.0014902902592414113;2001;0.14946169607990867
2001-01-04;267.29998779296875;267.29998779296875;267.29998779296875;267;1;0.0;0.0;-0.002611985847131515;2001;0.14946169607990867
2001-01-05;268.0;268.0;268.0;268;0;0.0;0.0;0.0026188261840602856;2001;0.14946169607990867
2001-01-08;268.0;268.0;268.0;268;0;0.0;0.0;0.0;2001;0.14946169607990867
2001-01-09;267.5;267.5;267.5;267;0;0.0;0.0;-0.001865671641791078;2001;0.14946169607990867
2001-01-10;264.70001220703125;264.70001220703125;264.70001220703125;264;0;0.0;0.0;-0.010467244085864524;2001;0.14946169607990867
2001-01-11;264.0;264.0;264.0;264;0;0.0;0.0;-0.002644549205701341;2001;0.14946169607990867
2001-01-12;263.8999938964844;263.8999938964844;263.8999938964844;263;0;0.0;0.0;-0.00037881099816527986;2001;0.14946169607990867
2001-01-16;263.29998779296875;263.29998779296875;263.29998779296875;263;0;0.0;0.0;-0.002273611661207431;2001;0.14946169607990867
2001-01-17;263.20001220703125;263.20001220703125;263.20001220703125;263;0;0.0;0.0;-0.0003797022049849552;2001;0.14946169607990867
2001-01-18;264.20001220703125;264.20001220703125;264.20001220703125;264;0;0.0;0.0;0.003799391921051276;2001;0.14946169607990867
2001-01-19;264.29998779296875;264.29998779296875;264.29998779296875;264;0;0.0;0.0;0.00037840871051564307;2001;0.14946169607990867
2001-01-22;266.3999938964844;266.3999938964844;266.3999938964844;266;0;0.0;0.0;0.007945539918679856;2001;0.14946169607990867
2001-01-23;266.1000061035156;266.1000061035156;266.1000061035156;266;0;0.0;0.0;-0.0011260803297364896;2001;0.14946169607990867
2001-01-24;264.29998779296875;264.29998779296875;264.29998779296875;264;0;0.0;0.0;-0.006764442950995875;2001;0.14946169607990867
2001-01-25;264.5;264.5;264.5;264;0;0.0;0.0;0.000756762074419548;2001;0.14946169607990867
2001-01-26;262.79998779296875;262.79998779296875;262.79998779296875;262;0;0.0;0.0;-0.006427267323369512;2001;0.14946169607990867
2001-01-29;262.79998779296875;262.79998779296875;262.79998779296875;262;15489;0.0;0.0;0.0;2001;0.14946169607990867
2001-01-30;262.8999938964844;266.6000061035156;262.8999938964844;265;1754;0.0;0.0;0.010274019529857403;2001;0.14946169607990867
2001-01-31;265.20001220703125;266.0;263.70001220703125;265;566;0.0;0.0;0.00037667082303438626;2001;0.14946169607990867
2001-02-01;266.29998779296875;268.8999938964844;266.29998779296875;268;410;0.0;0.0;0.010918651467779483;2001;0.14946169607990867
2001-02-02;268.0;268.20001220703125;266.5;267;107;0.0;0.0;-0.005214129968284409;2001;0.14946169607990867
2001-02-05;265.1000061035156;265.79998779296875;265.1000061035156;265;192;0.0;0.0;-0.007113417645329578;2001;0.14946169607990867
2001-02-06;263.8999938964844;263.8999938964844;261.79998779296875;263;25;0.0;0.0;-0.007164495952508565;2001;0.14946169607990867
2001-02-07;262.79998779296875;263.5;262.3999938964844;262;166;0.0;0.0;-0.0018989746417806819;2001;0.14946169607990867
2001-02-08;263.5;263.5;259.79998779296875;260;13;0.0;0.0;-0.010273903405125462;2001;0.14946169607990867
2001-02-09;260.5;260.5;259.0;259;0;0.0;0.0;-0.0007689819390148678;2001;0.14946169607990867
2001-02-12;262.5;262.5;260.1000061035156;260;17;0.0;0.0;0.003078177488782474;2001;0.14946169607990867
2001-02-13;261.0;261.0;261.0;260;0;0.0;0.0;-0.00153442422451755;2001;0.14946169607990867
2001-02-14;260.0;260.0;259.3999938964844;259;30;0.0;0.0;-0.0034575256960833745;2001;0.14946169607990867
2001-02-15;259.5;259.5;255.10000610351562;255;23;0.0;0.0;-0.01657666882862263;2001;0.14946169607990867
2001-02-16;255.0;258.5;255.0;258;2;0.0;0.0;0.012152120851999015;2001;0.14946169607990867
2001-02-20;256.1000061035156;256.1000061035156;255.0;256;24;0.0;0.0;-0.008133253308414967;2001;0.14946169607990867
2001-02-21;256.70001220703125;258.20001220703125;256.6000061035156;258;40;0.0;0.0;0.008199945542628484;2001;0.14946169607990867
2001-02-22;258.5;258.5;257.5;258;16;0.0;0.0;0.0011618426753916555;2001;0.14946169607990867
2001-02-23;260.0;260.8999938964844;259.6000061035156;260;0;0.0;0.0;0.009284309077308928;2001;0.14946169607990867
2001-02-26;262.0;265.79998779296875;261.5;265;1;0.0;0.0;0.018781119245363076;2001;0.14946169607990867
2001-02-27;267.0;267.3999938964844;267.0;267;0;0.0;0.0;0.006019586820906309;2001;0.14946169607990867
2001-02-28;266.79998779296875;266.79998779296875;266.79998779296875;266;0;0.0;0.0;-0.00224385234559088;2001;0.14946169607990867
2001-03-01;265.20001220703125;265.20001220703125;265.20001220703125;265;0;0.0;0.0;-0.005996910266649058;2001;0.14946169607990867
2001-03-02;262.1000061035156;262.1000061035156;262.1000061035156;262;0;0.0;0.0;-0.011689313577767035;2001;0.14946169607990867
2001-03-05;262.5;262.5;262.5;262;11;0.0;0.0;0.0015261117404414826;2001;0.14946169607990867
2001-03-06;260.0;260.0;259.8999938964844;259;20;0.0;0.0;-0.00990478515625004;2001;0.14946169607990867
2001-03-07;259.0;261.3999938964844;259.0;261;0;0.0;0.0;0.005771450693444091;2001;0.14946169607990867
2001-03-08;265.3999938964844;265.3999938964844;265.3999938964844;265;0;0.0;0.0;0.015302219179025744;2001;0.14946169607990867
2001-03-09;270.79998779296875;270.79998779296875;270.79998779296875;270;0;0.0;0.0;0.020346624041711836;2001;0.14946169607990867
2001-03-12;271.6000061035156;271.6000061035156;271.6000061035156;271;8;0.0;0.0;0.0029542774985591436;2001;0.14946169607990867
2001-03-13;266.79998779296875;266.79998779296875;266.79998779296875;266;0;0.0;0.0;-0.01767311562105578;2001;0.14946169607990867
2001-03-14;262.5;262.5;262.5;262;0;0.0;0.0;-0.01611689651314918;2001;0.14946169607990867
2001-03-15;260.0;260.0;260.0;260;2;0.0;0.0;-0.00952380952380949;2001;0.14946169607990867
2001-03-16;257.0;258.1000061035156;257.0;258;0;0.0;0.0;-0.00730766883263223;2001;0.14946169607990867
2001-03-19;259.79998779296875;259.79998779296875;259.79998779296875;259;0;0.0;0.0;0.006586523243906184;2001;0.14946169607990867
2001-03-20;260.5;260.5;260.5;260;0;0.0;0.0;0.0026944274053972705;2001;0.14946169607990867
2001-03-21;261.8999938964844;261.8999938964844;261.8999938964844;261;0;0.0;0.0;0.005374256800323884;2001;0.14946169607990867
2001-03-22;261.1000061035156;261.1000061035156;261.1000061035156;261;1;0.0;0.0;-0.003054554454418712;2001;0.14946169607990867
2001-03-23;261.5;261.5;261.5;261;0;0.0;0.0;0.0015319566722866718;2001;0.14946169607990867
2001-03-26;261.8999938964844;261.8999938964844;261.8999938964844;261;0;0.0;0.0;0.001529613370877092;2001;0.14946169607990867
2001-03-27;261.0;261.0;261.0;261;0;0.0;0.0;-0.0034364028921669565;2001;0.14946169607990867
2001-03-28;259.70001220703125;259.70001220703125;259.70001220703125;259;22994;0.0;0.0;-0.004980796141642707;2001;0.14946169607990867
2001-03-29;259.70001220703125;260.3999938964844;258.20001220703125;258;5646;0.0;0.0;-0.003465631004071712;2001;0.14946169607990867
2001-03-30;258.79998779296875;259.29998779296875;256.6000061035156;257;2479;0.0;0.0;-0.0034775654518358623;2001;0.14946169607990867
2001-04-02;257.20001220703125;257.79998779296875;255.0;255;456;0.0;0.0;-0.008918138221794325;2001;0.14946169607990867
2001-04-03;255.5;258.6000061035156;255.5;256;326;0.0;0.0;0.0046947639311367695;2001;0.14946169607990867
2001-04-04;258.29998779296875;260.5;258.0;258;175;0.0;0.0;0.006230553658770122;2001;0.14946169607990867
2001-04-05;259.1000061035156;259.1000061035156;257.70001220703125;258;150;0.0;0.0;-0.0011609434986632472;2001;0.14946169607990867
2001-04-06;259.5;260.20001220703125;257.79998779296875;260;86;0.0;0.0;0.007361463973473814;2001;0.14946169607990867
2001-04-09;260.5;260.5;258.0;258;28;0.0;0.0;-0.006538508488581729;2001;0.14946169607990867
2001-04-10;258.29998779296875;258.29998779296875;256.6000061035156;257;31;0.0;0.0;-0.0038714674690636386;2001;0.14946169607990867
2001-04-11;257.70001220703125;260.0;256.5;258;95;0.0;0.0;0.005441214459710686;2001;0.14946169607990867
2001-04-12;260.1000061035156;261.0;259.0;260;20;0.0;0.0;0.005411649905002758;2001;0.14946169607990867
2001-04-16;260.5;263.79998779296875;260.29998779296875;263;71;0.0;0.0;0.012302889713042164;2001;0.14946169607990867
2001-04-17;260.5;262.3999938964844;260.5;261;38;0.0;0.0;-0.00835541888130642;2001;0.14946169607990867
2001-04-18;260.0;262.29998779296875;259.5;261;0;0.0;0.0;0.000765919895742373;2001;0.14946169607990867
2001-04-19;263.0;265.29998779296875;262.29998779296875;265;101;0.0;0.0;0.015308075724707937;2001;0.14946169607990867
2001-04-20;264.70001220703125;265.0;263.5;264;16;0.0;0.0;-0.0018846589634605726;2001;0.14946169607990867
2001-04-23;263.6000061035156;263.70001220703125;262.6000061035156;263;69;0.0;0.0;-0.004153986543222632;2001;0.14946169607990867
2001-04-24;265.0;265.0;264.0;264;64;0.0;0.0;0.0015168520211152892;2001;0.14946169607990867
2001-04-25;263.5;264.3999938964844;262.0;262;0;0.0;0.0;-0.006437001771082529;2001;0.14946169607990867
2001-04-26;264.3999938964844;264.3999938964844;263.5;264;1;0.0;0.0;0.007621951396801441;2001;0.14946169607990867
2001-04-27;263.8999938964844;263.8999938964844;263.8999938964844;263;6;0.0;0.0;-0.001891074173760221;2001;0.14946169607990867
2001-04-30;264.0;264.0;264.0;264;0;0.0;0.0;0.00037895455031677905;2001;0.14946169607990867
2001-05-01;264.3999938964844;264.3999938964844;264.3999938964844;264;0;0.0;0.0;0.001515128395774168;2001;0.14946169607990867
2001-05-02;265.3999938964844;265.3999938964844;265.3999938964844;265;0;0.0;0.0;0.003782148347520442;2001;0.14946169607990867
2001-05-03;266.29998779296875;266.29998779296875;266.29998779296875;266;0;0.0;0.0;0.003391084842433667;2001;0.14946169607990867
2001-05-04;266.1000061035156;266.1000061035156;266.1000061035156;266;0;0.0;0.0;-0.0007509639452503158;2001;0.14946169607990867
2001-05-07;266.1000061035156;266.1000061035156;266.1000061035156;266;0;0.0;0.0;0.0;2001;0.14946169607990867
2001-05-08;265.1000061035156;265.1000061035156;265.1000061035156;265;0;0.0;0.0;-0.003757985633457639;2001;0.14946169607990867
2001-05-09;270.0;270.0;270.0;270;0;0.0;0.0;0.018483567648697186;2001;0.14946169607990867
2001-05-10;269.1000061035156;269.1000061035156;269.1000061035156;269;0;0.0;0.0;-0.003333310727719918;2001;0.14946169607990867
2001-05-11;267.8999938964844;267.8999938964844;267.8999938964844;267;0;0.0;0.0;-0.004459354068426236;2001;0.14946169607990867
2001-05-14;268.29998779296875;268.29998779296875;268.29998779296875;268;0;0.0;0.0;0.0014930716894265839;2001;0.14946169607990867
2001-05-15;268.1000061035156;268.1000061035156;268.1000061035156;268;0;0.0;0.0;-0.0007453660028021725;2001;0.14946169607990867
2001-05-16;272.0;272.0;272.0;272;0;0.0;0.0;0.014546787794471605;2001;0.14946169607990867
2001-05-17;273.6000061035156;273.6000061035156;273.6000061035156;273;0;0.0;0.0;0.005882375380572125;2001;0.14946169607990867
2001-05-18;287.3999938964844;287.3999938964844;287.3999938964844;287;0;0.0;0.0;0.050438550749694055;2001;0.14946169607990867
2001-05-21;285.3999938964844;285.3999938964844;285.3999938964844;285;0;0.0;0.0;-0.006958942388566536;2001;0.14946169607990867
2001-05-22;285.1000061035156;285.1000061035156;285.1000061035156;285;0;0.0;0.0;-0.0010511135227198043;2001;0.14946169607990867
2001-05-23;283.6000061035156;283.6000061035156;283.6000061035156;283;6;0.0;0.0;-0.005261311707777994;2001;0.14946169607990867
2001-05-24;279.1000061035156;279.1000061035156;279.1000061035156;279;6;0.0;0.0;-0.015867418558367263;2001;0.14946169607990867
2001-05-25;277.8999938964844;277.8999938964844;277.8999938964844;277;0;0.0;0.0;-0.004299577860224724;2001;0.14946169607990867
2001-05-29;273.79998779296875;273.79998779296875;273.79998779296875;273;28775;0.0;0.0;-0.014753530743303434;2001;0.14946169607990867
2001-05-30;274.3999938964844;275.0;264.20001220703125;265;2955;0.0;0.0;-0.029583549843187784;2001;0.14946169607990867
2001-05-31;265.1000061035156;268.1000061035156;264.79998779296875;265;1108;0.0;0.0;-0.0015055490993007847;2001;0.14946169607990867
2001-06-01;264.70001220703125;266.8999938964844;264.5;266;251;0.0;0.0;0.004146272725704225;2001;0.14946169607990867
2001-06-04;266.8999938964844;266.8999938964844;264.5;264;122;0.0;0.0;-0.005630630759634547;2001;0.14946169607990867
2001-06-05;265.0;265.8999938964844;264.5;265;126;0.0;0.0;0.003020076742091149;2001;0.14946169607990867
2001-06-06;266.70001220703125;267.0;265.20001220703125;265;112;0.0;0.0;0.0;2001;0.14946169607990867
2001-06-07;266.29998779296875;266.5;265.0;266;119;0.0;0.0;0.0011290469672051717;2001;0.14946169607990867
2001-06-08;266.20001220703125;274.20001220703125;266.20001220703125;273;166;0.0;0.0;0.02781952592663295;2001;0.14946169607990867
2001-06-11;271.1000061035156;271.20001220703125;266.5;267;131;0.0;0.0;-0.020117045072365447;2001;0.14946169607990867
2001-06-12;270.0;271.5;269.0;271;91;0.0;0.0;0.013437873032974501;2001;0.14946169607990867
2001-06-13;271.8999938964844;272.5;270.0;272;38;0.0;0.0;0.0018416206261511192;2001;0.14946169607990867
2001-06-14;272.0;276.0;272.0;275;76;0.0;0.0;0.012132308062385189;2001;0.14946169607990867
2001-06-15;274.29998779296875;274.70001220703125;271.20001220703125;271;20;0.0;0.0;-0.014892756148688124;2001;0.14946169607990867
2001-06-18;272.0;272.5;271.29998779296875;272;31;0.0;0.0;0.004424711045134755;2001;0.14946169607990867
2001-06-19;273.0;273.3999938964844;273.0;273;21;0.0;0.0;0.0036710720352659543;2001;0.14946169607990867
2001-06-20;272.70001220703125;272.70001220703125;271.0;272;26;0.0;0.0;-0.003657644558611839;2001;0.14946169607990867
2001-06-21;271.79998779296875;272.6000061035156;271.79998779296875;272;12;0.0;0.0;0.0007342592199441889;2001;0.14946169607990867
2001-06-22;273.6000061035156;273.6000061035156;272.0;272;0;0.0;0.0;-0.001100580718376598;2001;0.14946169607990867
2001-06-25;275.0;275.0;273.70001220703125;273;8;0.0;0.0;0.005141478063990679;2001;0.14946169607990867
2001-06-26;274.0;277.0;274.0;276;0;0.0;0.0;0.009134088010595232;2001;0.14946169607990867
2001-06-27;275.70001220703125;275.70001220703125;272.1000061035156;272;0;0.0;0.0;-0.01484433715535971;2001;0.14946169607990867
2001-06-28;269.29998779296875;269.29998779296875;269.29998779296875;269;0;0.0;0.0;-0.010290401498490476;2001;0.14946169607990867
2001-06-29;270.6000061035156;270.6000061035156;270.6000061035156;270;0;0.0;0.0;0.004827398327051924;2001;0.14946169607990867
2001-07-02;269.3999938964844;269.3999938964844;269.3999938964844;269;0;0.0;0.0;-0.004434634811398275;2001;0.14946169607990867
2001-07-03;267.6000061035156;267.6000061035156;267.6000061035156;267;1;0.0;0.0;-0.006681469316069832;2001;0.14946169607990867
2001-07-05;265.1000061035156;265.1000061035156;263.70001220703125;265;1;0.0;0.0;-0.009342301730116298;2001;0.14946169607990867
2001-07-06;265.8999938964844;265.8999938964844;265.8999938964844;265;70;0.0;0.0;0.0030176830424377687;2001;0.14946169607990867
2001-07-09;266.5;266.5;266.5;266;0;0.0;0.0;0.0022565104072518327;2001;0.14946169607990867
2001-07-10;266.20001220703125;266.20001220703125;266.20001220703125;266;5;0.0;0.0;-0.0011256577597326123;2001;0.14946169607990867
2001-07-11;268.29998779296875;268.29998779296875;268.29998779296875;268;0;0.0;0.0;0.007888713334484265;2001;0.14946169607990867
2001-07-12;266.6000061035156;266.6000061035156;266.6000061035156;266;0;0.0;0.0;-0.006336122872897421;2001;0.14946169607990867
2001-07-13;267.1000061035156;267.1000061035156;267.1000061035156;267;0;0.0;0.0;0.0018754688242799133;2001;0.14946169607990867
2001-07-16;266.8999938964844;266.8999938964844;266.8999938964844;266;0;0.0;0.0;-0.0007488289122454805;2001;0.14946169607990867
2001-07-17;268.1000061035156;268.1000061035156;268.1000061035156;268;5;0.0;0.0;0.004496111781466139;2001;0.14946169607990867
2001-07-18;270.3999938964844;270.3999938964844;270.3999938964844;270;0;0.0;0.0;0.008578842747510862;2001;0.14946169607990867
2001-07-19;269.3999938964844;269.3999938964844;269.3999938964844;269;5;0.0;0.0;-0.0036982249355479446;2001;0.14946169607990867
2001-07-20;269.8999938964844;269.8999938964844;269.8999938964844;269;0;0.0;0.0;0.001855976285553007;2001;0.14946169607990867
2001-07-23;268.79998779296875;268.79998779296875;268.79998779296875;268;0;0.0;0.0;-0.0040756062556174255;2001;0.14946169607990867
2001-07-24;269.70001220703125;269.70001220703125;269.70001220703125;269;0;0.0;0.0;0.0033483052638965116;2001;0.14946169607990867
2001-07-25;267.70001220703125;267.70001220703125;267.70001220703125;267;0;0.0;0.0;-0.0074156466795586296;2001;0.14946169607990867
2001-07-26;266.20001220703125;266.20001220703125;266.20001220703125;266;0;0.0;0.0;-0.005603287006352264;2001;0.14946169607990867
